,player_name,value,follower,shots_total,shots_on,goals_total,goals_assists,passes_total,passes_key,passes_accuracy,tackles_total,tackles_blocks,tackles_interceptions,duels_total,duels_won,dribbles_attempts,dribbles_success,fouls_drawn,fouls_committed,cards_yellow,cards_yellowred,cards_red,penalty_won,penalty_commited,penalty_success,penalty_missed,games_appearences,games_lineups,substitutes_in,substitutes_out,substitutes_bench,age,height,weight,rating
241,K. Zouma,32.0,1500587,0.6504,0.1829,0.0407,0.0305,43.3333,0.1626,9.3089,1.128,0.5386,1.8598,7.8557,5.2642,0.5691,0.4675,0.5996,0.8435,0.1321,0.0102,0.0,0.0102,0.0102,0.0102,0.0,1.0772,0.9858,0.0915,0.0407,0.1728,26.0,190.0,96.0,6.416666666666668
242,Koke_ATM,48.0,2099960,0.813,0.3358,0.1237,0.1414,55.3552,1.9088,7.3878,1.1311,0.0972,0.9986,7.6882,3.5789999999999997,0.6893,0.486,1.3344,0.8307,0.1679,0.0088,0.0,0.0177,0.0,0.0,0.0,1.0781,1.0428,0.0353,0.2298,0.0353,28.0,176.0,77.0,6.363636363636362
243,L. Alberto,44.0,274929,2.761,0.8305,0.2373,0.3991,46.9802,3.0738,6.7299,0.7873,0.0539,0.5716,7.678999999999999,3.4619999999999997,2.761,1.8119,1.0893,0.8197,0.1726,0.0,0.0108,0.0108,0.0,0.0216,0.0108,1.2079,1.0785,0.1294,0.4961,0.2049,28.0,182.0,70.0,6.4444444444444455
244,L. Bailey,29.5,516622,2.7271,1.05,0.35,0.1604,26.3235,2.2167,9.3773,0.4083,0.0,0.6708,9.3919,4.3022,4.1563,2.2459,1.3709,1.0792,0.1167,0.0,0.0292,0.0,0.0,0.0,0.0,1.4438,0.9625,0.4813,0.5396,0.5833,23.0,178.0,79.0,6.888888888888888
245,L. Bonucci,20.0,4299209,0.5556,0.1772,0.0725,0.0242,52.5044,0.3543,6.2007,0.3302,0.4429,1.1516,3.7365,2.0374,0.153,0.1127,0.604,0.5637,0.1208,0.0,0.0081,0.0081,0.0081,0.0081,0.0,1.0227,0.9986,0.0242,0.0322,0.1047,33.0,190.0,85.0,6.4
246,L. Cook,16.0,40819,0.6725,0.0791,0.0,0.0396,37.2033,0.8307,8.9003,1.9976,0.3758,1.1867,10.5617,4.7864,2.3141,1.5427,0.7516,1.246,0.1978,0.0,0.0,0.0,0.0,0.0,0.0,1.3647,0.9889,0.3758,0.2571,0.6329,23.0,175.0,71.0,5.0
247,L. Dendoncker,22.5,1035,0.4636,0.2318,0.0676,0.0,24.08,0.2125,6.5488,1.2653,0.2028,0.9176,6.2591,3.342,0.45399999999999996,0.3767,0.2705,0.5989,0.1449,0.0,0.0193,0.0,0.0193,0.0,0.0,1.1204,1.0142,0.1062,0.0966,0.2222,25.0,178.0,67.0,4.5
248,L. Digne,28.0,1964483,0.8289,0.2135,0.0754,0.1633,36.2723,1.9593,9.0681,1.7332,0.1884,1.5825,9.7463,5.7021,1.0299,0.5777,0.8038,1.168,0.1633,0.0,0.0126,0.0,0.0126,0.0,0.0,1.0927,1.0173,0.0754,0.113,0.4521,27.0,178.0,74.0,6.3
249,L. Goretzka,16.0,1054771,2.4448,0.889,0.2778,0.1945,38.422,0.9029,9.2374,0.9724,0.1111,1.3891,9.4319,4.834,1.2224,0.6668,1.528,1.4446,0.125,0.0,0.0,0.0556,0.0139,0.0139,0.0,1.3752,0.9724,0.4028,0.2917,0.4584,25.0,189.0,76.0,6.333333333333332
250,L. HernÃ¡ndez,40.0,1473474,0.0136,0.0,0.0543,0.0,9.6065,0.0136,3.6228,0.1221,0.0136,0.1764,0.0543,0.0543,0.1357,0.1085,0.2442,0.1357,0.2714,0.0271,0.0136,0.0,0.0136,0.0,0.0,1.1669,0.9905,0.1764,0.1085,0.4478,22.8,176.0,69.4,1.4
251,L. Insigne,56.0,1333439,4.5304,1.6552,0.3499,0.2365,48.9833,2.4591,8.5595,0.2175,0.0,0.5864,5.1736,2.3267,3.0833,1.7497,0.8323,0.3027,0.1419,0.0,0.0095,0.0,0.0,0.0757,0.0095,1.1633,1.0498,0.1135,0.4067,0.1608,29.0,163.0,59.0,6.666666666666668
252,L. Jovic,48.0,2119468,2.5335,0.5961,0.2981,0.149,20.4173,0.8942,31.7437,0.5961,0.0,0.2981,0.0,0.0,2.2355,1.4903,0.2981,0.8942,0.2981,0.0,0.0,0.0,0.0,0.0,0.0,3.2787,0.8942,2.3845,0.7452,4.0238,23.0,182.0,85.0,6.666666666666668
253,L. Klostermann,32.0,52955,0.4782,0.1626,0.0956,0.0478,33.5597,0.6599,7.6415,0.9277,0.2391,1.119,5.3366,3.1561,0.6503,0.3921,0.4686,0.526,0.0287,0.0,0.0,0.0,0.0096,0.0,0.0,1.119,0.9946,0.1243,0.0861,0.2582,24.0,189.0,83.0,6.8
254,L. MartÃ­nez_inter,64.0,163301,4.2249,1.6840000000000002,0.5713,0.1052,10.3593,1.0374,8.2995,0.4511,0.0601,0.3759,8.9761,4.0295,2.8567,1.3682,2.8567,2.1049,0.3007,0.0,0.015,0.0902,0.0,0.0451,0.0451,1.3081,0.9923,0.3157,0.3458,0.4661,23.0,179.0,72.0,7.0
255,L. Messi,112.0,154554857,5.4892,2.707,0.9859,0.4345,47.8987,2.7404,6.0907,0.2841,0.0,0.2089,11.345999999999998,6.1074,7.6364,5.0881,2.2224,0.5681,0.1253,0.0,0.0,0.0084,0.0,0.0752,0.0334,1.0945,0.9692,0.1253,0.0251,0.1253,33.0,170.0,72.0,8.222222222222221
256,L. Milivojevic,20.0,120595,1.3108,0.5081,0.2439,0.0508,41.1848,1.1991,5.8531,2.3372,0.3252,1.9612,10.3648,5.1824,0.7316,0.5182,0.9857,1.8291,0.2947,0.0,0.0102,0.0,0.0102,0.1931,0.0203,1.0466,1.006,0.0406,0.0406,0.0813,29.0,186.0,80.0,5.222222222222221
257,L. MorÃ³n,16.0,83982,2.5321,1.0523,0.4275,0.0987,10.4406,0.7070000000000001,7.4153,0.5097,0.14800000000000002,0.2795,8.9938,3.5515,1.7757,0.7892,2.1703,1.4305,0.14800000000000002,0.0,0.0164,0.0329,0.0,0.0,0.0,1.4633,0.9701,0.4933,0.5261,0.6084,27.0,188.0,66.0,7.0
258,L. Moura,32.0,4417592,2.3063,0.8738,0.3438,0.1289,23.9507,1.2892,14.1384,1.3608,0.043,0.8308,14.9835,7.3915,4.6268,2.736,2.12,1.1316,0.0859,0.0,0.0,0.0,0.0,0.0,0.0143,1.5041,1.0170000000000001,0.48700000000000004,0.5587,0.8595,28.0,172.0,72.0,5.133333333333334
259,L. Ocampos,32.0,362745,2.57,0.9952,0.3188,0.1353,20.8213,0.8696,5.6329,1.0918,0.0773,0.9952,14.5024,7.1304,4.4541,2.3865,2.2126,1.6329,0.2995,0.0193,0.0097,0.0193,0.0097,0.0097,0.0,1.1787,1.0242,0.1546,0.2995,0.2029,26.0,187.0,84.0,4.666666666666667
260,L. PaquetÃ¡,22.5,3873959,1.6219,0.5097,0.0463,0.139,30.6766,1.2048,15.3383,1.7146,0.139,0.9268,9.4995,4.3095,2.734,1.5755,2.2243,1.7146,0.4634,0.0,0.0463,0.0,0.0,0.0,0.0,1.6219,1.1121,0.5097,0.9268,0.8804,23.0,180.0,72.0,6.75
261,L. Paredes,20.0,1628214,1.6895,0.4969,0.1325,0.1436,60.8216,1.6232,9.883,1.0601,0.2429,1.1263,6.2942,3.5004,0.8834,0.6184,1.3693,1.2588,0.3534,0.0221,0.0,0.0,0.0,0.0221,0.0,1.2147,0.9607,0.254,0.1877,0.4086,26.0,180.0,75.0,5.769230769230768
262,L. Pellegrini_ASR,32.0,378548,2.2644,0.7784,0.1274,0.2972,35.8336,2.8305,10.0764,0.8633,0.0566,1.1888,8.4631,3.906,1.953,1.1888,1.4577,1.5851,0.2264,0.0142,0.0142,0.0,0.0,0.0142,0.0,1.3303,1.0473,0.28300000000000003,0.5944,0.5095,24.0,186.0,77.0,7.222222222222222
263,L. SanÃ©,80.0,5114615,2.2192,0.7847,0.3923,0.4414,34.4409,1.974,11.1084,0.7602,0.0613,0.6376,11.5375,5.4929,4.512,2.6361,0.9318,0.7479,0.0858,0.0,0.0,0.0245,0.0123,0.0123,0.0123,1.3732,1.0054,0.3678,0.3923,0.6744,26.25,185.25,75.5,4.5
264,L. Shaw,17.5,2862273,0.7465,0.2881,0.0262,0.0917,47.0665,1.0084,12.0875,1.5846,0.3012,1.0608,8.0801,4.5836,1.4144,0.9953,0.6679,1.1917,0.3143,0.0,0.0,0.0,0.0,0.0,0.0,1.1262,1.0084,0.1179,0.131,0.3012,25.0,185.0,75.0,6.0769230769230775
265,L. SuÃ¡rez,28.0,37921733,2.7516,1.1958,0.5023,0.1778,16.3185,1.1024,6.6145,0.3823,0.0489,0.2356,6.4989,2.6449,2.2093,1.1158,1.3602,1.2624,0.2578,0.0044,0.0,0.0489,0.0,0.0445,0.0178,1.2402,1.0091,0.2312,0.3601,0.3156,27.0,176.72,72.72,5.56
266,L. Torreira,36.0,1267083,1.0352,0.2775,0.0961,0.0534,50.8858,0.9072,9.317,1.3019999999999998,0.2348,1.7930000000000001,10.3522,5.9872,1.0672,0.7684,2.444,1.2914,0.1814,0.0,0.0107,0.0107,0.0107,0.0,0.0,1.2914,0.9605,0.3308,0.2348,0.4162,24.0,168.0,64.0,7.0
267,L. Tousart,16.0,116295,1.2097,0.3694,0.0369,0.0554,45.175,0.5356,7.9786,1.9577,0.3878,1.8007,7.3414,3.9985,1.0066,0.7295,0.8034,2.0316,0.1847,0.0185,0.0,0.0,0.0277,0.0,0.0,1.2097,1.025,0.1847,0.2124,0.2678,23.0,185.0,83.0,5.428571428571429
268,L. VÃ¡zquez,16.0,789641,1.5749,0.735,0.24,0.225,42.1479,2.1899,14.5343,1.1999,0.015,0.615,13.0643,6.2847,3.2548,1.9199,2.2949,2.1749,0.195,0.015,0.0,0.09,0.0,0.015,0.0,1.6799,0.915,0.765,0.255,1.0349,29.0,173.0,70.0,7.1818181818181825
269,L. Waldschmidt,16.0,45362,3.1324,1.1776,0.3768,0.0471,21.7617,1.0127,10.1272,0.6123,0.0942,0.4475,7.6307,3.1088,2.3316,1.0363,1.2482,1.3659999999999999,0.0942,0.0,0.0,0.0942,0.0,0.1413,0.0,1.7428,0.8243,0.9185,0.5652,1.0834,24.0,181.0,75.0,6.0
270,Luiz Felipe,32.0,79400,0.3878,0.0776,0.031,0.0465,43.3845,0.1861,11.9591,1.1478,0.7911,2.0009,6.2199,3.7227,0.5894,0.4498,0.667,1.0858,0.3568,0.0,0.0,0.0,0.0465,0.0,0.0155,1.2099,1.0237,0.1861,0.2016,0.8686,23.0,187.0,80.0,7.0
271,M Skriniar,48.0,706256,0.4423,0.1616,0.034,0.0085,59.0847,0.2467,6.9326,0.9442,0.4849,0.9527,6.4478,3.7173,0.3913,0.3062,0.706,1.2589,0.1701,0.0,0.0,0.0085,0.0085,0.0,0.0085,1.0037,1.0037,0.0,0.0255,0.0425,25.0,187.0,80.0,6.3
272,M. Aarons,20.0,66558,0.5338,0.1686,0.0421,0.0983,32.1955,0.7726,4.0315,1.0957,0.5057,0.9692,8.5686,4.5091,2.4301,1.2923,1.3766,0.7304,0.2107,0.0,0.0,0.0281,0.0,0.0,0.0,1.0254,0.9973,0.0281,0.013999999999999999,0.0983,20.0,178.0,69.0,4.666666666666667
273,M. Akanji,20.0,231334,0.2481,0.0668,0.0286,0.0191,50.9162,0.1622,6.6807,0.8017,0.2672,0.9544,3.5121,2.1283,0.3149,0.2291,0.5822,0.4486,0.0954,0.0,0.0,0.0,0.0,0.0,0.0,1.0498,0.9926,0.0573,0.0286,0.1432,25.0,187.0,91.0,5.181818181818182
274,M. AlmirÃ³n,16.0,486719,1.7387,0.6392,0.1534,0.0256,19.6881,0.8693,6.0854,1.7387,0.0511,0.8949,9.3327,4.8069999999999995,2.5313,1.2784,1.841,0.8182,0.1278,0.0,0.0,0.0,0.0,0.0,0.0,1.0995,1.0739,0.0256,0.4858,0.0256,26.0,174.0,63.0,5.5
275,M. Alonso,20.0,1526522,1.8003,0.5361,0.1618,0.1113,43.2993,1.062,9.8412,1.6891,0.0809,1.3857,9.5883,5.2291,1.0923,0.5866,1.0215,1.0215,0.1719,0.0,0.0101,0.0303,0.0202,0.0,0.0,1.0418,1.0215,0.0202,0.1214,0.2023,30.0,188.0,84.0,6.615384615384616
276,M. Arambarri,20.0,16759,0.9843,0.20600000000000002,0.0343,0.0458,16.9166,0.4006,4.6469,1.053,0.1602,1.2361,8.2637,4.0975,1.3506,0.8928,1.7855,2.106,0.3434,0.0229,0.0,0.0114,0.0114,0.0,0.0,1.1102,1.0415,0.0687,0.2861,0.1373,25.0,175.0,74.0,5.222222222222221
277,M. Asensio,32.0,12261348,2.7528,1.1646,0.2647,0.2118,46.708999999999996,2.241,12.1758,0.3,0.0353,0.6,7.9584,4.1292,2.7175,1.8528,1.2529,0.6705,0.1059,0.0,0.0,0.0529,0.0,0.0176,0.0,1.6411,0.8999,0.7411,0.4059,0.847,24.0,182.0,76.0,5.0
278,M. Bartra,17.5,6684354,0.6861,0.1656,0.0473,0.0118,55.7908,0.2484,6.0097,1.5734,0.5324,1.7509,7.8079,4.8858,0.7808,0.5797,1.1594,1.0174,0.2011,0.0,0.0,0.0,0.0237,0.0,0.0,1.0411,1.0056,0.0355,0.0828,0.1301,29.0,184.0,70.0,7.0
279,M. Batshuayi,17.5,2483328,3.7541,1.469,0.8705,0.1632,16.5941,0.7073,32.753,0.9249,0.0544,0.0544,8.7595,3.3188,1.6866,1.197,0.8161,1.5234,0.0544,0.0,0.0,0.0,0.0,0.0,0.0,2.6115,0.8161,1.7954,0.4353,3.1012,27.0,184.0,74.0,6.4444444444444455
280,M. Boadu,18.0,58189,2.0824,1.0069,0.5263,0.2288,12.7002,1.0069,10.1144,0.2517,0.0686,0.0229,1.0297,0.2288,1.6705,0.8009,1.1442,0.778,0.1373,0.0458,0.0,0.0686,0.0,0.0,0.0,1.167,1.0526,0.1144,0.4348,0.1602,19.0,183.0,67.0,4.25
281,M. Brozovic,48.0,872415,1.3762,0.3901,0.0975,0.1734,67.9129,1.9939,9.2653,1.9181,0.2384,1.3112,8.0191,3.7495,1.2462,0.9319,0.7369,1.5930000000000002,0.3359,0.0108,0.0,0.0,0.0108,0.0217,0.0108,1.1595,0.997,0.1625,0.2276,0.2059,28.0,181.0,68.0,7.1
282,M. Cucurella,18.0,176588,0.0,0.0,0.0,0.0,62.5,0.0,1250.0,0.0,0.0,0.0,37.5,12.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.5,0.0,12.5,0.0,12.5,22.0,172.0,66.0,2.333333333333333
283,M. DembÃ©lÃ©_Lyn,40.0,283230,2.6786,1.1563,0.6148,0.1317,11.3583,1.0685,5.8694,0.2635,0.1025,0.1317,3.9227,1.6540000000000001,1.9321,1.0246,0.7026,1.5954,0.1025,0.0,0.0,0.0732,0.0,0.0878,0.0585,1.2881,0.9807,0.3074,0.322,0.3513,24.0,183.0,73.0,5.375
284,M. Demiral,27.0,1688288,0.4844,0.2295,0.102,0.0255,35.4156,0.102,8.4141,1.1729,0.7139,1.5553,7.2412,4.717,0.306,0.2295,0.6119,1.4533,0.204,0.0,0.0255,0.0,0.051,0.0,0.0,1.0199,1.0199,0.0,0.0255,0.5864,22.0,192.0,86.0,4.833333333333333
285,M. Depay,44.0,9807267,3.0888,1.2944,0.4903,0.3138,27.4466,2.6182,4.5499,0.1667,0.0294,0.255,7.6191,2.9614,3.2065,1.7651,1.3042,0.9119,0.0883,0.0,0.0,0.0196,0.0,0.049,0.0196,1.1963,1.0002,0.1961,0.402,0.2648,26.0,176.0,78.0,3.6666666666666665
286,M. Diaby,27.0,211062,1.6958,0.8349,0.2348,0.3131,23.1411,1.2784,14.5578,0.4696,0.0261,0.5479,4.096,1.5393,3.8089999999999997,2.2959,0.8609,0.9131,0.1565,0.0,0.0,0.0,0.0,0.0,0.0,1.7219,0.8609,0.8609,0.3652,1.8523,21.0,170.0,65.0,4.9
287,M. Diakhaby,17.5,72468,0.3937,0.1514,0.0757,0.0,37.5681,0.106,10.9782,0.6057,0.7723,1.1811,4.9061,2.9528,0.4088,0.3634,0.7874,1.0297,0.318,0.0151,0.0151,0.0,0.0303,0.0,0.0,1.2568,0.9691,0.2877,0.0606,1.0448,24.0,189.0,78.0,5.8181818181818175
288,M. Fernandes,24.0,1810,0.6769,0.1692,0.0398,0.1493,32.8091,1.3836,5.3653,0.9954,0.0995,1.3637,7.7344,4.6287,1.2244,0.657,0.9954,0.8262,0.0995,0.01,0.0,0.0199,0.0,0.0,0.0,1.0253,1.0253,0.0,0.0398,0.0199,30.0,188.0,81.0,5.4444444444444455
289,M. Greenwood,29.0,1468927,3.2978,1.5221,0.6088,0.1015,27.7017,1.6743,21.9685,1.1162,0.0,0.3044,4.2618,1.7757,2.2324,1.3191,0.6596,0.6088,0.0,0.0,0.0,0.0507,0.0,0.0507,0.0,2.0294,0.8625,1.1669,0.3551,1.6235,19.0,181.0,70.0,7.0
290,M. Guendouzi,40.5,913272,0.9021,0.2615,0.0131,0.0392,55.8504,0.6668,10.132,1.3466,0.1961,1.2943,9.4784,5.2033,1.8565,1.242,2.6016,0.9805,0.3138,0.0131,0.0131,0.0131,0.0,0.0,0.0,1.3204,0.9674,0.353,0.2223,0.6145,21.0,185.0,68.0,5.727272727272728
291,M. GÃ³mez,32.0,137169,2.2691,0.9463,0.4302,0.129,13.1842,0.8711,5.1188,0.1398,0.0323,0.1183,9.9473,4.6349,0.8496,0.3871,2.3981,1.8389,0.2473,0.0108,0.0,0.0,0.0,0.0108,0.0108,1.1399,1.0001,0.1398,0.2796,0.1613,24.0,186.0,91.0,6.857142857142858
292,M. Halstenberg,17.5,43758,1.0932,0.3762,0.1058,0.1528,36.8167,1.5987,8.0287,1.246,0.1176,1.6575,7.6643,4.7961,1.3401,0.8816,0.7288,0.8699,0.1763,0.0118,0.0,0.0118,0.0118,0.047,0.0,1.0697,1.0109,0.0588,0.1176,0.1411,29.0,186.0,82.0,6.4
293,M. Hummels,24.0,3051209,1.0202,0.23399999999999999,0.0562,0.0655,64.6387,0.3463,7.2632,1.2355,0.3182,1.9468,6.7016,4.4085,0.5803,0.4586,0.2902,0.7862,0.1591,0.0094,0.0,0.0,0.0281,0.0094,0.0,1.0577,1.0296,0.0281,0.0936,0.1872,32.0,191.0,92.0,6.4
294,M. Icardi,60.0,6510041,2.9136,1.4066,0.7368,0.1005,10.6497,1.1052,7.4793,0.1898,0.0335,0.1228,4.7779,2.1098,0.614,0.2902,0.7144,0.6363,0.0335,0.0,0.0,0.067,0.0,0.1674,0.0223,1.161,1.0047,0.1563,0.3684,0.2456,27.0,181.0,75.0,7.111111111111112
295,M. Ihattaren,20.0,122043,2.3585,0.9156,0.2775,0.1665,30.6326,2.4972,8.6848,1.0544,0.0555,0.2775,1.3319,0.6659,3.5794,2.3585,0.7769,0.5827,0.0277,0.0,0.0,0.0,0.0,0.0277,0.0,1.3319,0.9989,0.33299999999999996,0.5549,0.5272,18.0,183.0,0.0,4.142857142857143
296,M. Kean,25.0,1814159,4.2212,1.3416,0.3927,0.0654,16.0995,1.0798,25.3272,0.1963,0.0,0.6217,18.2592,6.0537,6.4463,2.9123,1.3416,2.1597,0.2291,0.0,0.0,0.0327,0.0,0.0,0.0,2.0615,0.8508,1.2107,0.589,2.3233,20.0,182.0,67.0,5.909090909090909
297,M. Keane,20.0,122044,0.7173,0.1606,0.0321,0.0321,35.7281,0.182,6.9058,1.0814,0.6745,1.3704,10.6103,6.1456,0.1713,0.1499,0.2677,0.6424,0.0535,0.0,0.0,0.0,0.0107,0.0,0.0,1.0493,0.9957,0.0535,0.0321,0.2463,27.0,191.0,82.0,5.0
298,M. Kovacic,36.0,4180800,0.9978,0.1901,0.0317,0.0792,70.4625,1.1878,12.5752,2.0114,0.095,0.7602,10.7856,6.4143,3.7377,3.0409,1.8372,0.9344,0.2217,0.0,0.0,0.0,0.0,0.0,0.0,1.3937,1.0295,0.3643,0.5543,0.491,26.0,178.0,78.0,6.888888888888888
299,M. Kumbulla,22.5,20622,0.4803,0.2134,0.0534,0.0,29.349,0.0534,4.3757,1.5475,0.9605,1.4408,0.0,0.0,0.1601,0.0534,0.9605,1.8677,0.2668,0.0534,0.0,0.0,0.0,0.0,0.0,1.1206,1.0672,0.0534,0.2134,1.4408,20.0,185.0,78.0,1.1666666666666667
300,M. Llorente,16.0,1984090,0.3824,0.0956,0.2868,0.0,27.3423,0.0956,23.5182,2.1033,0.478,0.7648,0.0,0.0,1.5296,1.0516,0.6692,1.3384,0.478,0.0,0.0,0.0,0.0,0.0,0.0,2.1033,0.8604,1.2428,0.478,2.3901,25.0,184.0,74.0,7.0
301,M. Marega,19.0,428775,2.5668,1.2011,0.4746,0.2131,10.0349,0.9202,4.4556,0.3196,0.0775,0.3293,7.4487,3.2933,1.8791,0.9396,1.5014,1.2205,0.1065,0.0,0.0,0.0097,0.0,0.0291,0.0097,1.0945,1.0170000000000001,0.0775,0.2615,0.1259,29.0,183.0,83.0,4.7
302,M. Merino,24.0,114551,1.1339,0.3475,0.1463,0.0732,38.1492,0.7864,5.4316,1.7191,0.1463,1.3716,8.0651,3.9137,1.6642,1.1522,1.8288,2.5238,0.2743,0.0183,0.0,0.0549,0.0,0.0,0.0,1.1704,1.0059,0.1646,0.2377,0.2012,24.0,188.0,83.0,7.0
303,M. Mount,40.5,917086,2.5826,0.8889,0.2901,0.1778,26.6773,2.0679,6.9337,0.7579,0.0561,0.5334,8.7677,3.7897,1.8527,1.1603,1.2164,1.0574,0.131,0.0,0.0,0.0187,0.0,0.0187,0.0,1.1603,0.9825,0.1778,0.1965,0.262,21.0,178.0,70.0,5.916666666666668
304,M. Oyarzabal,48.0,67986,2.0782,0.8635,0.3606,0.1423,21.8637,1.4044,4.9345,0.5978,0.0569,0.5029,8.7683,3.568,2.9322,1.6322,1.3285,0.9679,0.1044,0.0,0.0,0.019,0.0,0.0759,0.0,1.1103,1.0344,0.0759,0.3511,0.0949,23.0,181.0,78.0,7.0
305,M. Pjanic,52.0,5158815,1.3099,0.3812,0.1369,0.1857,66.0508,2.1017,7.7028,0.8211,0.2248,1.6813,6.1193,2.6491,0.9091,0.6940000000000001,0.9873,1.3978,0.2444,0.0098,0.0,0.0196,0.0,0.0293,0.0,1.1437,1.0362,0.1075,0.303,0.17600000000000002,30.0,178.0,72.0,7.222222222222222
306,M. Politano,22.5,422865,3.0075,0.8921,0.2166,0.1274,26.0227,2.1792,10.2077,0.1912,0.0127,0.4333,9.3539,4.1417,3.6829,1.9880000000000002,1.7459,0.5607,0.1019,0.0,0.0127,0.0127,0.0,0.0,0.0255,1.3891,1.0195,0.3696,0.6882,0.5097,27.0,171.0,67.0,6.166666666666668
307,M. Rashford,64.0,8377022,3.375,1.4243,0.4954,0.2064,20.5697,1.2282,9.2682,0.6399,0.0103,0.258,10.9299,4.6341,3.9117,1.9197,1.4449,0.9495,0.1548,0.0,0.0103,0.0722,0.0103,0.0722,0.0206,1.3933,0.9702,0.4232,0.516,0.4851,23.0,180.0,70.0,6.615384615384616
308,M. Rashica,28.0,283652,2.7462,1.1359,0.3495,0.1872,14.9919,1.5229,7.2276,0.5742,0.0624,0.4369,8.7879,3.9695,4.1568,2.0722,1.7975,1.0859999999999999,0.0374,0.0,0.0,0.0,0.0125,0.0374,0.0,1.2483,1.0361,0.2122,0.5243,0.3495,24.0,177.0,73.0,5.7
309,M. Reus,32.0,8519824,2.6331,1.2882,0.5663,0.2265,30.6625,1.4864,9.1733,0.9485,0.0849,0.5238,6.88,3.0153,2.3641,1.0759,1.2458,1.2174,0.0991,0.0,0.0142,0.0283,0.0142,0.0708,0.0283,1.1042,1.0476,0.0566,0.3822,0.0566,31.0,180.0,71.0,5.090909090909091
310,M. Roca,16.0,34822,0.8258,0.1927,0.0413,0.0413,44.2197,0.6744,8.0099,1.4176,0.4266,0.9496,5.6152,2.6837,0.9083,0.6331,0.6331,1.8717,0.2477,0.0138,0.0,0.0,0.0,0.0275,0.0,1.1285,0.9909,0.1376,0.1927,0.4266,24.0,184.0,74.0,7.0
311,M. Sabitzer,32.0,118351,2.4706,0.8235,0.2549,0.1863,31.8333,1.6765,7.2843,0.8431,0.049,0.9804,6.5294,3.0882,1.2059,0.6078,1.3039,0.8431,0.2255,0.0,0.0,0.0098,0.0,0.0,0.0,1.1569,1.0294,0.1275,0.2549,0.1471,26.0,177.0,77.0,6.545454545454546
312,M. Salah,120.0,38661405,4.0541,1.7630000000000001,0.7067,0.2485,22.0565,1.8639,6.2442,0.4039,0.0078,0.2019,9.9565,3.6889999999999996,3.6424,2.1901,0.8543,0.6912,0.0311,0.0,0.0,0.0699,0.0,0.0699,0.0078,1.0951,1.0329,0.0621,0.4116,0.0777,28.0,175.0,71.0,6.153846153846153
313,M. Sanson,22.5,251099,1.4756,0.4919,0.2208,0.1004,30.7468,1.1343,5.8522,1.1142,0.0502,1.0038,9.8173,4.4369,2.2385,1.4053,1.8771,1.7466,0.2409,0.0,0.0,0.0,0.0,0.0,0.0,1.2046,1.044,0.1606,0.5019,0.251,26.0,180.0,73.0,4.454545454545454
314,M. Sarr_NICE,16.0,36511,0.2782,0.0397,0.0265,0.0132,54.5105,0.2119,6.8353,0.6888,0.2252,1.8678,5.5901,3.2852,0.3312,0.2517,0.7683,0.7551,0.0927,0.0,0.0,0.0,0.0397,0.0,0.0,1.1525,0.9935,0.159,0.1192,0.4769,21.0,180.0,70.0,3.727272727272727
315,M. Sissoko,20.0,900662,0.7909999999999999,0.2147,0.0452,0.1243,44.678000000000004,1.1977,8.6102,1.2316,0.1017,0.7119,8.6215,4.0452,2.339,1.3898,0.5763,1.3559,0.1582,0.0,0.0,0.0,0.0226,0.0,0.0,1.3333,0.9944,0.33899999999999997,0.3051,0.4859,31.0,187.0,83.0,5.25
316,M. Thuram,22.5,377,2.0781,1.0218,0.3559,0.1148,16.6246,1.0563,3.9610000000000003,0.7003,0.023,0.33299999999999996,11.6877,5.8324,3.9265,2.6177,1.7336,1.7336,0.1148,0.0,0.023,0.0689,0.0115,0.0459,0.0115,1.2514,1.0333,0.2181,0.4248,0.2526,23.0,189.0,79.0,3.888888888888889
317,M. Vecino,18.5,346336,1.8118,0.6471,0.1424,0.0776,43.7815,0.893,10.198,1.113,0.22,0.9059,9.1497,4.4002,1.0094,0.66,0.893,1.8377,0.2847,0.0,0.0129,0.0,0.0,0.0129,0.0,1.2165,1.0094,0.2071,0.2588,0.44,29.0,187.0,81.0,7.1
318,M. Verratti,60.0,4860797,0.2082,0.0657,0.0329,0.1424,80.3769,1.26,8.0749,1.5119999999999998,0.0877,0.9532,8.1516,4.6127,1.6873,1.3805,2.2569999999999997,1.3696,0.3944,0.0219,0.0,0.0,0.0,0.0,0.0,1.1833,1.0299,0.1534,0.4273,0.2082,28.0,165.0,60.0,4.384615384615385
319,M. de Ligt,67.5,4987874,0.9109999999999999,0.2822,0.1048,0.0242,48.2586,0.2015,5.0468,0.4757,0.4918,1.0964,5.8126,3.4827,0.2419,0.2015,0.4595,0.7175,0.1371,0.0,0.0,0.0242,0.0242,0.0,0.0,1.0239,0.9836,0.0403,0.0242,0.1048,21.0,188.0,89.0,4.454545454545454
320,M. de Roon,19.0,127520,0.7875,0.2035,0.0619,0.0973,47.1598,0.8406,6.5387,1.1679,0.1681,1.5307,7.2377,3.495,0.4601,0.3008,0.4866,1.7431,0.2743,0.0088,0.0,0.0,0.0088,0.0177,0.0088,1.1237,1.0175,0.1062,0.1504,0.1416,29.0,185.0,76.0,5.727272727272728
