,player_name,value,follower,shots_total,shots_on,goals_total,goals_assists,passes_total,passes_key,passes_accuracy,tackles_total,tackles_blocks,tackles_interceptions,duels_total,duels_won,dribbles_attempts,dribbles_success,fouls_drawn,fouls_committed,cards_yellow,cards_yellowred,cards_red,penalty_won,penalty_commited,penalty_success,penalty_missed,games_appearences,games_lineups,substitutes_in,substitutes_out,substitutes_bench,age,height,weight,rating
80,D. Blind,20.0,2499039,0.7457,0.1982,0.0661,0.0661,59.7036,0.6513,7.5609,0.9439,0.3965,1.3687,5.522,3.1338,0.8967,0.6608,0.5852,0.7363,0.085,0.0094,0.0,0.0,0.0189,0.0094,0.0,1.0666,1.0006,0.0661,0.0755,0.1793,30.0,180.0,72.0,5.461538461538462
81,D. Brooks,24.0,888653,1.7857,0.7496,0.2205,0.2205,24.9559,1.4109,9.9868,0.7275,0.1543,0.9259,12.0811,4.9824,3.6155,1.5432,1.7416,0.7716,0.1764,0.0,0.0,0.0,0.0,0.0,0.0,1.5432,0.97,0.5732,0.5732,0.7275,23.0,173.0,62.0,4.2
82,D. Caleta-Car,20.0,130987,0.5482,0.1898,0.0211,0.0211,41.05,0.2108,9.0871,0.9488,0.3373,1.1385,3.5421,2.2138,0.0,0.0,0.3584,0.9699,0.2108,0.0,0.0422,0.0,0.0211,0.0,0.0,1.0964,0.9699,0.1265,0.0,0.5482,24.0,192.0,89.0,5.0
83,D. Calvert-Lewin,24.0,194987,2.5208,1.0056,0.4157,0.1341,12.9794,0.7375,8.2864,0.4827,0.0939,0.3218,19.2679,8.0048,1.5822,0.7911,1.4749,1.8504,0.2011,0.0,0.0,0.067,0.0,0.0,0.0,1.5286,0.9654,0.5632,0.36200000000000004,0.6302,23.0,176.0,71.0,7.1
84,D. Carvajal,40.0,4956744,0.5583,0.2741,0.0203,0.1929,56.5729,1.4821,9.5422,1.1471,0.3756,1.4313,7.3394,3.8879,1.8678,1.1674,1.1166,1.5836,0.3756,0.0,0.0102,0.0,0.0305,0.0,0.0,1.0456,1.0151,0.0305,0.0508,0.0914,28.0,173.0,73.0,7.0
85,D. Ceballos,32.0,1894090,1.6769,0.4515,0.1612,0.0645,74.3309,1.8059,20.7352,1.0964,0.0322,1.0319,13.0926,6.8043,2.7088,1.3866,2.6443,1.0964,0.1612,0.0,0.0,0.0,0.0,0.0,0.0,1.7414,0.9029,0.8384,0.4515,1.7736,24.0,179.0,70.0,7.0
86,D. Costa,24.0,1275453,1.8469,0.7678,0.2905,0.2283,17.0782,0.9131,11.7867,0.1245,0.0415,0.2075,11.8489,4.5653,2.0129,1.1206,1.5978,1.7016,0.3943,0.0208,0.0208,0.0208,0.0,0.0208,0.0208,1.3073,1.0791,0.2283,0.5395,0.249,32.0,188.0,83.0,5.2727272727272725
87,D. Dalot,18.0,1031608,0.9922,0.0709,0.0354,0.1063,29.1991,0.9922,22.8561,1.4883,0.1772,1.2403,6.91,4.0397,2.0198,1.2048,0.1417,1.0985,0.2126,0.0,0.0,0.0,0.0354,0.0354,0.0,1.4174,0.9922,0.4252,0.3189,0.9922,21.0,183.0,76.0,5.636363636363638
88,D. Ings,17.5,682000,4.2449,1.9184,0.551,0.1837,18.8163,1.7551,14.3061,2.0612,0.1633,0.449,17.2245,6.4286,3.1429,1.5918,1.3878,1.3469,0.0612,0.0,0.0,0.1429,0.0,0.1429,0.0,1.4694,1.0816,0.3878,0.7347,0.7143,28.0,178.0,73.0,7.0
89,D. James,22.5,1773988,2.2537,0.8371,0.161,0.2093,23.1809,1.1751,10.19,0.7083,0.0805,0.2415,9.4012,4.7489,2.6079,1.3683,2.5113,0.5473,0.0805,0.0,0.0,0.0644,0.0,0.0,0.0,1.2234,1.0142,0.2093,0.4668,0.4346,23.0,170.0,76.0,4.583333333333333
90,D. Jota,28.0,190719,2.6278,1.1043,0.4397,0.1329,23.998,1.2065,6.7587,0.5828,0.0102,0.4294,15.3681,6.4622,4.3354,2.4233,2.2393,1.6258,0.2658,0.0102,0.0,0.0204,0.0,0.0102,0.0102,1.227,1.0634,0.1636,0.6748,0.1636,24.0,178.0,68.0,5.6
91,D. Kulusevski,31.5,170886,2.8607,1.0517,0.2103,0.589,44.6361,3.6180000000000003,17.2066,1.8090000000000002,0.0,1.4304,0.7993,0.2945,6.1422,3.5339,1.8931,2.9449,0.0841,0.0,0.0,0.0,0.0,0.0,0.0,1.22,0.9676,0.2524,0.3366,1.0938,20.0,186.0,0.0,4.0
92,D. Malen,25.0,118651,2.1727,1.2031,0.7362,0.1077,12.9287,1.0594,6.5541,0.1437,0.018000000000000002,0.1257,2.9628,1.5263,1.6340000000000001,1.0774,0.8079999999999999,0.4489,0.1975,0.0,0.0,0.0359,0.0,0.0359,0.0,1.6340000000000001,0.8799,0.7542,0.2693,0.9876,21.0,179.0,0.0,2.6923076923076925
93,D. McNeil,18.0,13330,1.249,0.3318,0.0976,0.1952,18.5792,1.3661,8.1967,1.5222,0.1171,0.7026,10.8314,4.879,3.4738,1.8735,0.7221,0.7026,0.1171,0.0,0.0,0.0,0.0,0.0,0.0,1.1319,1.0343,0.0976,0.3513,0.1952,21.0,0.0,0.0,3.0
94,D. Mertens,20.0,1675015,3.5947,1.4158,0.5322,0.2611,22.1006,2.1789,8.0831,0.3816,0.0,0.3414,6.2054,2.3095,1.9279,0.9137,1.0744,1.1748,0.1305,0.0,0.0,0.0502,0.0,0.0703,0.0201,1.2953,0.9740000000000001,0.3213,0.4318,0.3514,33.0,169.0,61.0,6.583333333333332
95,D. Neres,36.0,2118462,1.9207,0.8808,0.3915,0.3058,28.8231,1.6516,6.0191,0.5016,0.0122,0.4404,10.0563,4.7589999999999995,4.2941,2.6548,1.4314,0.7829999999999999,0.0734,0.0,0.0,0.0367,0.0,0.0,0.0,1.3090000000000002,0.9909,0.3181,0.5016,0.4037,23.0,176.0,66.0,4.777777777777779
96,D. Olmo,31.5,126344,5.4237,1.3559,0.33899999999999997,0.5085,52.3729,2.8814,37.6271,3.3898,0.5085,1.6949,9.8305,4.0678,9.8305,4.2373,5.4237,1.6949,0.1695,0.0,0.0,0.0,0.0,0.0,0.0,1.5254,1.0169,0.5085,0.8475,1.3559,22.0,176.0,68.0,7.0
97,D. Parejo,28.0,276500,1.2082,0.5223,0.2183,0.1637,57.4558,2.128,6.0176,0.9977,0.1637,1.0523,7.5376,4.1546,1.6837,1.216,2.0656,0.9666,0.265,0.0078,0.0156,0.0078,0.0234,0.1403,0.039,1.0445,1.0133,0.0312,0.0702,0.0312,31.0,182.0,74.0,7.333333333333332
98,D. Pereira,24.0,343156,1.245,0.2779,0.0778,0.0556,38.4949,0.3779,5.6136,0.7448,0.1556,1.1783,7.0031,4.2352,0.8004,0.5558,1.1783,1.1338,0.18899999999999997,0.0,0.0,0.0,0.0,0.0,0.0,1.0783,1.0116,0.0667,0.1667,0.1,29.0,188.0,83.0,4.2
99,D. Praet,19.0,107659,1.0609,0.3381,0.0466,0.1049,40.7204,1.0375,6.9363,1.2357,0.0699,1.1425,9.3378,4.803,2.0751,1.3173,1.0375,0.851,0.1516,0.0,0.0,0.0117,0.0117,0.0,0.0,1.1774,1.0259,0.1516,0.3381,0.2681,26.0,181.0,78.0,6.0
100,D. Rice,49.5,238354,0.5541,0.1551,0.0222,0.0332,38.0541,0.3546,7.0479,2.6263,0.3546,1.8617,9.3085,5.3191,1.0749,0.809,0.1441,0.6206,0.1108,0.0,0.0,0.0,0.0111,0.0,0.0,1.1192,0.9863,0.133,0.0665,0.2992,21.0,185.0,76.0,5.7
101,D. SÃ¡nchez,48.0,610150,0.3844,0.0961,0.0192,0.0096,54.8189,0.1249,9.7242,1.3164,0.4612,1.3837,7.3124,4.103,0.2787,0.2306,0.4132,0.8936,0.1345,0.0,0.0096,0.0,0.0096,0.0,0.0,1.0762,1.0089,0.0673,0.0577,0.2787,24.0,187.0,81.0,6.0
102,D. Tadic,20.0,794667,1.6262,0.9107,0.6288,0.065,10.0824,0.7589,2.7754,0.0867,0.1735,0.1735,2.6019,0.9107,0.4987,0.1735,0.5854,0.47700000000000004,0.065,0.0,0.0,0.0,0.0,0.0867,0.0434,1.2576,1.0624,0.1951,0.6288,0.3036,30.0,177.0,75.0,2.8
103,D. Upamecano,45.0,99135,0.5587,0.1938,0.0342,0.0,51.9553,0.2964,9.349,1.1287,0.3306,1.8812,7.331,4.4693,0.9577,0.7411,0.456,1.0603,0.228,0.0114,0.0,0.0,0.057,0.0,0.0,1.0717,1.0147,0.057,0.0912,0.1482,22.0,185.0,83.0,7.0
104,D. Vlahovic,16.0,102135,3.5308,1.082,0.4556,0.0,10.3645,0.6264,9.2825,0.3417,0.0569,0.2278,1.5376,0.2847,2.221,1.3098,2.8474,1.4806,0.2847,0.0,0.0,0.0,0.0,0.0569,0.0,2.0501,0.7973,1.2528,0.2847,2.5057,20.0,190.0,75.0,4.75
105,D. Zagadou,31.5,173477,0.6307,0.2175,0.087,0.0217,60.3306,0.2827,18.595,0.696,0.5002,1.5876,6.2853,4.0452,0.6742,0.609,0.3915,0.8047,0.1957,0.0,0.0217,0.0,0.0217,0.0,0.0,1.2614,0.9787,0.2827,0.1522,1.1527,21.0,196.0,90.0,6.545454545454546
106,D. Zakaria,36.0,65712,1.0190000000000001,0.3081,0.1066,0.0355,32.2986,0.5806,7.109,1.1019,0.2844,1.564,6.7299,3.2701,2.263,1.3744,0.782,1.5284,0.3436,0.0,0.0,0.0,0.0118,0.0,0.0,1.2085,1.0308,0.1777,0.2962,0.2014,24.0,191.0,80.0,6.0
107,D. Zapata,36.0,472073,3.8708,1.6589,0.6409,0.2639,18.8011,1.8223,7.7416,0.1634,0.2262,0.1382,11.4742,4.8134,2.4884,1.1562,2.3753,1.8726,0.1131,0.0,0.0,0.0503,0.0,0.0377,0.0126,1.2442,1.0054,0.2388,0.3896,0.2765,29.0,186.0,80.0,4.909090909090909
108,D. van de Beek,44.0,1087517,1.8555,0.7829999999999999,0.3405,0.2298,28.9727,1.5319999999999998,5.2856,0.9362,0.0936,0.9192,5.4217,2.8002,1.515,0.9788,0.6894,0.732,0.1277,0.0,0.0,0.017,0.0,0.0,0.0,1.1405,1.0214,0.1192,0.3149,0.1702,23.0,184.0,76.0,4.75
109,DjenÃ©,24.0,17900,0.3072,0.0576,0.0096,0.0,19.8695,0.1248,3.7531,0.8063,0.1728,1.8430000000000002,6.8727,4.0027,0.6623,0.5471,0.7967,1.4494,0.2688,0.0192,0.0096,0.0192,0.048,0.0,0.0,1.0175,1.0079,0.0096,0.0384,0.0288,29.0,187.0,72.0,6.0
110,E. Bailly,17.5,2341597,0.2838,0.0631,0.0315,0.0,34.4686,0.0631,25.7332,1.2299,0.6307,1.7975,6.2441,4.1312,0.3784,0.3469,0.7569,0.7253,0.1577,0.0,0.0315,0.0,0.0315,0.0,0.0,1.2930000000000001,1.0407,0.2523,0.0946,1.1353,26.0,187.0,77.0,5.461538461538462
111,E. Camavinga,37.5,245710,0.3239,0.0589,0.0294,0.0294,12.6031,0.0883,7.391,1.119,0.1178,0.4711,1.9729,1.2073,0.3828,0.2061,0.9717,0.7951,0.2061,0.0,0.0294,0.0,0.0,0.0,0.0,1.2367,1.0012,0.2356,0.3239,0.5006,18.0,0.0,0.0,3.5
112,E. Can,24.0,2823284,1.3132,0.3812,0.1694,0.0706,48.235,0.8190000000000001,12.1576,1.8356,0.2542,1.2285,10.2513,5.9164,1.6238,1.2002,1.2708,1.6662,0.3812,0.0,0.0141,0.0141,0.0282,0.0141,0.0,1.3414,0.9743,0.3671,0.2824,0.6495,26.0,184.0,82.0,4.6923076923076925
113,E. Cavani,20.0,7174135,2.9645,1.4264,0.8683,0.1861,12.6395,0.9055,7.5167,0.2357,0.0496,0.2853,3.3863,1.4016,0.7938,0.4465,0.5706,0.645,0.1116,0.0,0.0,0.0744,0.0,0.124,0.0372,1.2528,1.0295,0.2233,0.3473,0.3225,33.0,184.0,71.0,4.833333333333333
114,E. Dier,20.0,827133,0.6809999999999999,0.1703,0.0341,0.0568,52.9739,0.45399999999999996,11.3734,1.3621,0.3973,1.1918,8.0136,4.2565,0.4313,0.3292,0.3178,0.9989,0.193,0.0,0.0,0.0,0.0,0.0,0.0114,1.1918,1.0102,0.1816,0.2043,0.5221,26.0,188.0,88.0,6.461538461538463
115,E. Forsberg,22.5,122997,2.1616,0.8711,0.3549,0.242,26.8914,2.3068,11.0179,0.5969,0.0323,0.371,7.8561,3.7587,3.1134,1.9519,1.4841,0.7905,0.0161,0.0,0.0161,0.0,0.0,0.1452,0.0,1.4680000000000002,1.0002,0.4678,0.5969,0.6775,29.0,179.0,78.0,5.909090909090909
116,E. Haaland,72.0,4002498,3.1702,1.6685,1.6129,0.1669,8.7875,0.723,10.8454,0.3337,0.0,0.1112,0.5562,0.3893,1.891,0.9455,1.1123,1.3904,0.1669,0.0,0.0,0.1669,0.0,0.0556,0.0,1.5017,0.9455,0.5562,0.5562,0.7786,20.0,191.0,87.0,5.0
117,E. Hazard,80.0,26855201,2.4497,1.1405,0.3967,0.2876,40.8708,2.9257,8.2614,0.2777,0.0,0.3074,12.7938,7.6763,6.625,4.8696,3.1836,0.47600000000000003,0.0595,0.0,0.0,0.0595,0.0,0.11900000000000001,0.0,1.21,0.9918,0.2182,0.4661,0.2678,29.0,175.0,74.0,6.416666666666668
118,E. MilitÃ£o,36.0,1147205,0.363,0.1815,0.0,0.0,46.1887,0.0907,23.412,1.8149,0.6352,1.9056,0.0,0.0,0.4537,0.2722,1.6334,1.1797,0.2722,0.0,0.0,0.0,0.0,0.0,0.0,1.1797,0.9982,0.1815,0.0907,2.2686,22.0,186.0,79.0,7.0
119,E. Palacios,22.5,18664,1.8275,0.3847,0.1282,0.2244,55.4986,1.1863,13.5941,1.7313,0.0641,1.1863,6.5406,3.1741,1.4748,0.8657,1.9237,1.2504,0.1924,0.0,0.0321,0.0,0.0,0.0,0.0,1.3466,1.026,0.3206,0.4168,0.7054,22.0,177.0,70.0,6.0
120,E. Tapsoba,18.0,18990,0.4495,0.1322,0.1851,0.0529,45.505,0.23800000000000002,11.2903,1.2956,0.2644,0.8197,0.6875,0.3437,0.4759,0.3702,0.2115,1.0048,0.2115,0.0,0.0264,0.0,0.0264,0.0793,0.0,1.0576,1.0312,0.0264,0.0264,0.1322,21.0,190.0,80.0,5.833333333333332
121,Emerson1,24.0,90,0.9711,0.3669,0.0216,0.1295,51.3164,1.1437,22.0328,1.3811,0.1079,1.1653,8.7397,5.0712,2.2443,1.4674,1.1869,0.8848,0.1079,0.0,0.0,0.0,0.0,0.0216,0.0,1.1869,0.9927,0.1942,0.0863,0.9711,26.0,176.0,63.0,5.25
122,Emerson2,18.0,0,0.9131,0.2191,0.1096,0.1826,27.6479,0.84,10.3725,1.9722,0.2191,1.0226,1.4244,0.8766,1.2053,0.3652,2.8123,1.1687,0.3287,0.0,0.0,0.0,0.0,0.0,0.0,1.1322,1.0226,0.1096,0.1096,0.4018,21.0,181.0,79.0,4.2
123,F. Anderson,32.0,501782,1.6084,0.6546,0.2057,0.2057,40.116,1.8702,8.7339,2.5996,0.0187,1.2156,14.1762,6.9198,4.9935,2.7866,1.4588,0.8977,0.0748,0.0,0.0,0.0,0.0187,0.0,0.0,1.2156,1.0659999999999998,0.1496,0.4863,0.1683,27.0,175.0,70.0,7.166666666666668
124,F. Bernardeschi,28.0,2294890,2.7541,0.8916,0.1783,0.1981,29.3442,1.6842,14.4046,0.3368,0.0,0.5944,8.1435,4.042,2.873,1.6644,2.021,1.4068,0.2972,0.0,0.0198,0.0793,0.0,0.0,0.0,1.8625,0.8916,0.9709,0.634,1.4266,26.0,185.0,77.0,6.4
125,F. Chiesa,48.0,345689,3.4345,1.1014,0.2503,0.1302,17.3726,1.5019999999999998,4.4057,0.6609,0.01,0.3505,10.2533,4.3957,3.9852,1.9926,1.6421,1.5821,0.1702,0.0,0.0,0.0801,0.0,0.01,0.01,1.0914,1.0313,0.0601,0.2804,0.0701,23.0,175.0,70.0,6.142857142857142
126,F. Coquelin,19.0,42457,0.4634,0.1123,0.013999999999999999,0.0281,41.8703,0.5616,14.1674,1.1935,0.2527,2.3729,7.2873,4.0859,1.5445,1.1654,1.2356,1.2918,0.2949,0.013999999999999999,0.0,0.013999999999999999,0.013999999999999999,0.0,0.0,1.3199,0.9688,0.35100000000000003,0.3791,0.6038,29.0,176.0,74.0,6.538461538461537
127,F. Grillitsch,20.0,23993,1.0236,0.2437,0.0487,0.0975,48.0746,0.9749,7.0802,1.3527,0.1706,2.0717,9.3224,5.1913,1.4136,0.914,1.7426,1.3283,0.2559,0.0,0.0,0.0,0.0122,0.0,0.0,1.1699,1.0236,0.1462,0.2681,0.2559,25.0,187.0,74.0,4.9
128,F. KessiÃ©,20.0,518657,1.5138,0.4007,0.1158,0.0801,38.9492,1.1843,6.1888,0.6411,0.1336,0.7836,8.1211,3.7133,1.7097,1.1398,1.0062,1.5405,0.2226,0.0,0.0,0.0089,0.0267,0.0623,0.0089,1.0686,1.0151,0.0534,0.1692,0.1069,24.0,183.0,74.0,7.0
129,F. Kostic,32.0,148036,2.2878,0.8859,0.2467,0.3252,20.7693,2.4448,4.4858,1.6598,0.1009,0.7402,6.2129,3.2186,3.3644,2.0074,1.0766,1.0205,0.157,0.0,0.0112,0.0,0.0112,0.0,0.0,1.0205,0.9981,0.0224,0.1121,0.0336,28.0,184.0,82.0,7.333333333333332
130,F. Mendy,32.0,1135175,0.6935,0.1763,0.0353,0.094,43.7588,1.1401,5.8298,0.7992,0.141,1.1283,8.4156,5.0658,2.6446,1.8571,1.5162,1.0461,0.141,0.0118,0.0,0.0118,0.047,0.0,0.0,1.1636,0.9756,0.1881,0.0823,0.4349,25.0,180.0,73.0,3.5
131,F. Neuhaus,17.5,46916,2.2774,0.7849,0.1801,0.1415,32.051,1.0937,7.2826,0.7977,0.0772,0.9135,7.8229999999999995,3.8729,2.6763,1.5697,1.8142,1.1451,0.2445,0.0,0.0,0.0643,0.0,0.0,0.0,1.2223,1.0422,0.1801,0.5147,0.2702,23.0,183.0,74.0,7.142857142857142
132,F. Ruiz,48.0,431271,1.9935,0.6117,0.1371,0.1266,65.4467,1.6559,8.1426,1.2446,0.1055,1.2551,7.8578,4.4299,2.5314,1.8352,0.9598,0.7067,0.11599999999999999,0.0105,0.0,0.0,0.0,0.0,0.0,1.1286,0.9915,0.1371,0.1899,0.2742,24.0,189.0,70.0,7.111111111111112
133,F. Thauvin,32.0,1106225,3.3367,1.2765,0.5561,0.2781,31.2437,1.8579,5.1062,0.3665,0.0126,0.3286,12.3736,5.9783,4.3731,2.7427,1.504,0.8847,0.2149,0.0,0.0126,0.0253,0.0,0.0632,0.0126,1.1754,1.0490000000000002,0.1264,0.5435,0.1769,27.0,179.0,70.0,3.7
134,F. Tomori,16.0,536092,0.4789,0.1528,0.0408,0.0408,46.077,0.3363,8.5184,1.2227,0.5706,1.4367,8.9668,5.4004,0.7336,0.5604,0.54,0.7948,0.163,0.0,0.0,0.0,0.0,0.0,0.0,1.0495,1.0088,0.0408,0.0611,0.377,23.0,185.0,75.0,5.0
135,F. Torres_Val,45.0,136076,1.4555,0.5628,0.1747,0.1941,22.123,1.3196,12.9051,0.8151,0.0388,0.6986,6.0935,3.0468,3.2602,1.8824,1.3584,1.0867,0.2135,0.0,0.0,0.0,0.0,0.0,0.0,1.6883,0.9315,0.7568,0.4657,1.3972,20.0,184.0,77.0,7.0
136,F. Valverde,54.0,2801710,1.3398,0.4605,0.0419,0.0837,43.835,1.1095,14.2977,1.2979,0.1465,1.8631,4.7519,2.4283,1.4444,1.0467,0.3559,1.3188,0.1884,0.0,0.0,0.0,0.0209,0.0,0.0,1.6747,0.9211,0.7536,0.4187,1.1304,22.0,182.0,78.0,6.111111111111112
137,F. de Jong,72.0,7020902,0.5284,0.1887,0.0566,0.1227,60.9869,1.0944,5.8779,0.7925,0.1698,1.1982,6.3685,4.1702,2.3965,1.953,1.1605,0.585,0.0755,0.0094,0.0,0.0189,0.0,0.0,0.0,1.1322,1.0095,0.1227,0.2359,0.2076,23.0,180.0,74.0,4.454545454545454
138,Fabinho,56.0,1820950,0.6294,0.177,0.0983,0.0688,51.5834,0.7671,8.1334,1.5736,0.1377,1.2589,11.546,6.6778,0.9245,0.6589,1.4162,1.4851,0.2852,0.0,0.0,0.0098,0.0,0.0393,0.0,1.1408,0.9736,0.1672,0.0688,0.2655,27.0,188.0,78.0,5.307692307692308
139,Felipe_POR,25.5,561000,0.871,0.3054,0.0905,0.0339,38.8122,0.1357,3.6199,0.4299,0.2602,2.138,8.6199,5.7127,0.3733,0.2941,0.7466,1.1312,0.2489,0.0226,0.0113,0.0226,0.0113,0.0,0.0,0.9955,0.9955,0.0,0.0113,0.0339,31.0,190.0,83.0,4.666666666666667
140,Florentino LuÃ­s,18.0,168000,0.1788,0.0,0.0447,0.0,46.3567,0.2682,20.0268,3.1739,0.2235,3.3527,5.6772,3.6656,0.4023,0.3576,0.7152,1.2964,0.1788,0.0,0.0,0.0447,0.0,0.0,0.0,1.1176,1.0282,0.0894,0.1788,0.5811,21.0,184.0,73.0,6.0
141,Fred,17.5,5309528,1.0242,0.2276,0.0797,0.0569,40.1502,0.8308,8.524,1.3998,0.1479,0.9787,7.1697,3.2776,1.3315,0.9787,1.0015,1.1267,0.3414,0.0114,0.0,0.0,0.0114,0.0114,0.0,1.1494,1.0129,0.1366,0.2048,0.4097,27.0,169.0,64.0,5.8181818181818175
142,G. Bale,32.0,43242138,3.4538,1.4342,0.5269,0.2049,27.2062,1.4635,13.1275,0.2927,0.0732,0.5854,7.6394,3.7026,2.1952,1.3025,0.8488,0.9952,0.1903,0.0146,0.0,0.0293,0.0,0.0439,0.0,1.4196,0.9952,0.4244,0.6147,0.5415,31.0,185.0,81.0,6.5
144,G. Castrovilli,20.0,124165,0.4302,0.1335,0.1335,0.0297,9.3606,0.4154,2.1955,0.5785,0.0297,0.2225,0.0,0.0,1.5131,1.0829,0.9049,0.6972,0.2522,0.0,0.0,0.0148,0.0148,0.0,0.0,1.2164,1.0088,0.2077,0.4302,0.3264,23.0,176.0,71.0,2.333333333333333
145,G. Deulofeu,20.0,1974850,2.6077,0.9802,0.3144,0.1849,24.3943,1.609,6.9724,0.9432,0.0,0.7953,11.4111,4.2537,4.2722,2.4413,0.7768,0.8138,0.111,0.0,0.0,0.037000000000000005,0.0,0.0185,0.0,1.2946,1.0727,0.2219,0.7768,0.2959,26.0,177.0,73.0,5.0
146,G. Guedes,22.5,459148,2.1048,0.7065,0.2208,0.2061,25.4195,1.4572,11.8634,0.4857,0.0,0.5004,11.7015,6.0495,4.2538,2.5022,2.8555,1.2805,0.1178,0.0,0.0,0.0294,0.0,0.0,0.0,1.3836,1.0009,0.3827,0.4857,0.5299,24.0,179.0,68.0,6.1818181818181825
147,G. HiguaÃ­n,25.5,88500,3.2409,1.2665,0.4388,0.1596,18.8672,1.1368,10.2114,0.349,0.0199,0.2194,6.5915,2.842,2.4132,1.4559,1.0471,0.718,0.1197,0.0,0.01,0.01,0.0,0.0199,0.0299,1.2066,0.9972,0.2094,0.3091,0.3191,33.0,186.0,89.0,6.846153846153847
148,G. Jesus,56.0,14298157,3.4728,1.8332,0.723,0.2195,25.1356,1.4588,11.7996,0.8262,0.0387,0.4906,11.025,4.5959,2.5562,1.6008,1.291,1.1877,0.142,0.0,0.0,0.0258,0.0,0.0645,0.0387,1.6266,0.9295,0.6971,0.4002,0.8908,23.0,175.0,73.0,6.666666666666668
149,G. Kondogbia,22.5,14179,1.055,0.22699999999999998,0.0935,0.0668,43.3494,0.5075,10.2163,1.4156,0.3072,2.3237,11.0176,6.0497,1.696,1.3889,1.6293,1.7495,0.3606,0.0134,0.0,0.0,0.0267,0.0,0.0134,1.1752,1.0283,0.1469,0.2404,0.2938,27.0,188.0,80.0,5.727272727272728
150,G. Lo Celso,40.0,1173967,1.9485,0.7938,0.2887,0.1203,48.7852,1.2268,9.3216,1.3471,0.0842,0.6856,10.5124,5.6291,3.452,2.2011,2.1771,1.2629,0.2646,0.012,0.0,0.0241,0.012,0.0241,0.0241,1.4674,0.9141,0.5533,0.2646,0.7217,24.0,177.0,68.0,5.8181818181818175
151,G. MagalhÃ£es,17.5,65118,0.6383,0.1702,0.0426,0.0,43.7447,0.1489,6.766,1.2553,0.6383,1.2553,2.2553,1.5319,0.0851,0.0638,0.9787,0.9787,0.1489,0.0,0.0,0.0,0.0213,0.0,0.0,1.0851,0.9787,0.1064,0.0213,0.2979,23.0,190.0,78.0,4.0
152,G. Mancini,22.5,139915,0.9420000000000001,0.2502,0.1178,0.0294,42.3168,0.3385,7.9923,1.3836,0.2797,1.8693,4.9897,2.9291,0.4416,0.4121,0.7801,1.7074,0.3385,0.0294,0.0,0.0,0.0442,0.0,0.0,1.1628,1.0156,0.1472,0.2355,0.8243,24.0,190.0,77.0,5.333333333333333
153,G. Martins,20.0,216031,1.508,0.664,0.2363,0.1463,24.1503,1.2604,8.1814,0.5514,0.0225,0.664,9.273,4.3664,3.9838,2.3745,1.6993,1.0128,0.1238,0.0113,0.0113,0.0113,0.0113,0.0,0.0,1.1479,0.9903,0.1576,0.2813,0.3038,25.0,173.0,72.0,4.428571428571429
154,G. Paulista,17.5,830644,0.441,0.07200000000000001,0.009000000000000001,0.009000000000000001,41.1897,0.099,6.9204,0.5489999999999999,0.7019,2.0248,4.6166,2.9788,0.21600000000000003,0.18,0.8459,0.7289,0.198,0.009000000000000001,0.009000000000000001,0.009000000000000001,0.018000000000000002,0.0,0.0,1.0349,1.0079,0.027000000000000003,0.045,0.135,30.0,185.0,72.0,4.846153846153847
155,G. PiquÃ©,20.0,18268574,0.4564,0.1967,0.0866,0.0079,62.076,0.18100000000000002,6.3587,0.6138,0.5902,0.9601,5.2963,3.3682,0.3384,0.2833,0.4958,0.7634,0.2676,0.0079,0.0,0.0157,0.0315,0.0,0.0,1.0231,1.0152,0.0079,0.0787,0.0866,33.0,194.0,85.0,7.0
156,G. Sigurdsson,22.5,232800,1.9891,0.75,0.2391,0.1522,22.8478,1.9565,7.6522,1.4783,0.1304,1.0326,8.9022,3.8152,1.4348,0.8478,0.8587,1.0,0.1087,0.0,0.0,0.0,0.0,0.0326,0.0326,1.1196,1.0217,0.0978,0.3696,0.1522,31.0,186.0,79.0,6.4
157,G. Wijnaldum,40.0,4309592,1.0684,0.3339,0.1169,0.0334,42.3337,0.7095,6.6856,0.9515,0.1252,0.6844,7.6788,3.9062,1.8446,1.2019,0.8931,0.5091,0.0584,0.0,0.0,0.0083,0.0,0.0,0.0,1.1685,1.0183,0.1502,0.3339,0.1753,30.0,175.0,69.0,5.166666666666667
158,G. Xhaka,24.0,2041052,1.1375,0.325,0.0599,0.1112,64.1806,1.1461,7.3384,1.6507,0.2993,0.975,9.1088,4.687,0.6928,0.5046,1.3257,1.702,0.3336,0.0,0.0,0.0,0.0257,0.0,0.0,1.0434,1.0178,0.0257,0.1454,0.0684,28.0,185.0,82.0,5.538461538461538
159,H. Aouar,49.5,348189,1.8207,0.6587,0.2104,0.2196,43.4584,1.2717,6.0018,0.8509,0.1098,0.9149,8.8289,4.5654,3.9067,2.516,1.6377,0.86,0.0915,0.0,0.0,0.0183,0.0,0.0091,0.0,1.1711,1.0064,0.1647,0.3202,0.3019,22.0,175.0,70.0,4.75
160,H. Barnes,17.5,74268,3.0563,0.9719,0.2813,0.2558,20.243,1.5729,10.7161,0.4604,0.0767,0.3069,10.0384,4.5396,3.6445,1.9821,1.2404,0.8056,0.0256,0.0,0.0,0.0256,0.0,0.0,0.0,1.3555,1.0614,0.2941,0.6777,0.4476,23.0,174.0,66.0,6.583333333333332
